datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
1/4/2018 2:00,1,0,1,1,5.74,7.575,63,8.9981,1
1/4/2018 4:00,1,0,1,1,5.74,9.09,63,6.0032,2
1/4/2018 5:00,1,0,1,1,4.92,7.575,68,7.0015,4
1/4/2018 6:00,1,0,1,1,4.92,7.575,74,7.0015,36
1/4/2018 7:00,1,0,1,1,4.92,7.575,74,8.9981,94
1/4/2018 8:00,1,0,1,1,5.74,7.575,69,11.0014,179
1/4/2018 9:00,1,0,1,1,6.56,7.575,64,15.0013,100
1/4/2018 10:00,1,0,1,2,6.56,6.82,69,22.0028,42
1/4/2018 11:00,1,0,1,1,9.02,10.605,51,19.9995,57
1/4/2018 12:00,1,0,1,1,9.02,11.365,51,11.0014,78
1/4/2018 13:00,1,0,1,1,9.84,11.365,56,12.998,97
1/4/2018 14:00,1,0,1,1,10.66,12.88,52,15.0013,63
1/4/2018 15:00,1,0,1,1,11.48,13.635,52,16.9979,65
1/4/2018 16:00,1,0,1,1,12.3,14.395,49,16.9979,83
1/4/2018 17:00,1,0,1,1,11.48,13.635,48,15.0013,212
1/4/2018 18:00,1,0,1,1,10.66,12.88,48,12.998,182
1/4/2018 19:00,1,0,1,1,9.84,12.88,48,7.0015,112
1/4/2018 20:00,1,0,1,1,9.84,12.88,48,7.0015,54
1/4/2018 21:00,1,0,1,1,9.02,13.635,64,0,48
1/4/2018 22:00,1,0,1,1,9.02,12.88,64,6.0032,35
1/4/2018 23:00,1,0,1,1,8.2,11.365,69,6.0032,11
1/5/2018 0:00,1,0,1,1,8.2,12.88,64,0,6
1/5/2018 1:00,1,0,1,1,6.56,9.85,74,6.0032,6
1/5/2018 2:00,1,0,1,1,6.56,9.85,74,6.0032,2
1/5/2018 4:00,1,0,1,1,9.84,11.365,48,15.0013,2
1/5/2018 5:00,1,0,1,1,9.02,11.365,47,11.0014,3
1/5/2018 6:00,1,0,1,1,8.2,9.85,47,15.0013,33
1/5/2018 7:00,1,0,1,1,7.38,9.09,43,12.998,88
1/5/2018 8:00,1,0,1,1,8.2,9.09,40,19.9995,195
1/5/2018 9:00,1,0,1,1,9.02,9.85,37,22.0028,115
1/5/2018 10:00,1,0,1,1,9.02,9.85,37,22.0028,57
1/5/2018 11:00,1,0,1,1,10.66,11.365,33,22.0028,46
1/5/2018 12:00,1,0,1,1,10.66,11.365,33,22.0028,79
1/5/2018 13:00,1,0,1,1,11.48,12.88,30,19.9995,71
1/5/2018 14:00,1,0,1,1,12.3,14.395,28,12.998,62
1/5/2018 15:00,1,0,1,1,12.3,14.395,28,12.998,62
1/5/2018 16:00,1,0,1,1,12.3,15.91,28,6.0032,89
1/5/2018 17:00,1,0,1,1,9.84,11.365,38,12.998,190
1/5/2018 18:00,1,0,1,1,9.84,12.12,38,8.9981,169
1/5/2018 19:00,1,0,1,1,9.84,12.88,38,7.0015,132
1/5/2018 20:00,1,0,1,1,9.02,11.365,47,11.0014,89
1/5/2018 21:00,1,0,1,1,8.2,9.85,51,12.998,43
1/5/2018 22:00,1,0,1,1,7.38,9.85,55,8.9981,42
1/5/2018 23:00,1,0,1,1,8.2,12.88,47,0,19
1/6/2018 0:00,1,0,1,1,7.38,12.12,55,0,11
1/6/2018 1:00,1,0,1,1,6.56,11.365,64,0,4
1/6/2018 2:00,1,0,1,1,6.56,11.365,64,0,2
1/6/2018 4:00,1,0,1,2,6.56,9.85,64,6.0032,1
1/6/2018 5:00,1,0,1,2,5.74,9.09,69,6.0032,4
1/6/2018 6:00,1,0,1,2,5.74,8.335,63,7.0015,36
1/6/2018 7:00,1,0,1,2,6.56,11.365,59,0,95
1/6/2018 8:00,1,0,1,1,6.56,11.365,59,0,219
1/6/2018 9:00,1,0,1,2,7.38,12.12,51,0,122
1/6/2018 10:00,1,0,1,1,8.2,12.88,47,0,45
1/6/2018 11:00,1,0,1,1,9.02,12.88,44,6.0032,59
1/6/2018 12:00,1,0,1,1,10.66,14.395,35,0,84
1/6/2018 13:00,1,0,1,1,10.66,13.635,35,7.0015,67
1/6/2018 14:00,1,0,1,1,11.48,13.635,36,11.0014,70
1/6/2018 15:00,1,0,1,1,11.48,13.635,36,0,62
1/6/2018 16:00,1,0,1,1,10.66,12.88,38,11.0014,86
1/6/2018 17:00,1,0,1,1,9.02,11.365,51,11.0014,172
1/6/2018 18:00,1,0,1,1,9.02,11.365,51,8.9981,163
1/6/2018 19:00,1,0,1,1,9.02,12.88,55,6.0032,112
1/6/2018 20:00,1,0,1,1,8.2,10.605,51,11.0014,69
1/6/2018 21:00,1,0,1,2,9.02,10.605,55,15.0013,48
1/6/2018 22:00,1,0,1,2,9.02,10.605,51,19.0012,52
1/6/2018 23:00,1,0,1,2,8.2,9.85,59,12.998,23
1/7/2018 0:00,1,0,1,2,8.2,9.85,64,12.998,17
1/7/2018 1:00,1,0,1,2,8.2,9.85,69,15.0013,7
1/7/2018 2:00,1,0,1,2,8.2,9.85,69,15.0013,1
1/7/2018 4:00,1,0,1,2,8.2,10.605,69,8.9981,1
1/7/2018 5:00,1,0,1,3,9.02,13.635,55,0,5
1/7/2018 6:00,1,0,1,2,8.2,12.88,69,0,34
1/7/2018 7:00,1,0,1,1,8.2,10.605,69,8.9981,84
1/7/2018 8:00,1,0,1,1,8.2,9.85,51,16.9979,210
1/7/2018 9:00,1,0,1,1,8.2,9.09,47,19.9995,134
1/7/2018 10:00,1,0,1,1,9.02,9.85,37,22.0028,63
1/7/2018 11:00,1,0,1,2,8.2,9.85,40,15.0013,67
1/7/2018 12:00,1,0,1,2,8.2,9.85,37,16.9979,59
1/7/2018 13:00,1,0,1,2,8.2,9.09,37,19.0012,73
1/7/2018 14:00,1,0,1,2,8.2,9.85,40,16.9979,50
1/7/2018 15:00,1,0,1,2,8.2,10.605,37,11.0014,72
1/7/2018 16:00,1,0,1,2,8.2,10.605,37,11.0014,87
1/7/2018 17:00,1,0,1,2,8.2,12.88,37,0,187
1/7/2018 18:00,1,0,1,1,8.2,11.365,40,6.0032,123
1/7/2018 19:00,1,0,1,1,6.56,9.85,55,6.0032,95
1/7/2018 20:00,1,0,1,1,7.38,10.605,47,7.0015,51
1/7/2018 21:00,1,0,1,1,7.38,9.85,47,8.9981,39
1/7/2018 22:00,1,0,1,2,7.38,9.85,43,11.0014,36
1/7/2018 23:00,1,0,1,2,7.38,9.85,51,11.0014,15
1/8/2018 0:00,1,0,0,2,7.38,9.85,51,11.0014,25
1/8/2018 1:00,1,0,0,2,7.38,10.605,55,6.0032,16
1/8/2018 2:00,1,0,0,2,7.38,12.12,55,0,16
1/8/2018 3:00,1,0,0,3,7.38,9.85,55,11.0014,7
1/8/2018 4:00,1,0,0,3,7.38,9.85,55,11.0014,1
1/8/2018 5:00,1,0,0,2,6.56,8.335,74,11.0014,5
1/8/2018 6:00,1,0,0,2,6.56,8.335,74,11.0014,2
1/8/2018 7:00,1,0,0,2,6.56,9.09,74,7.0015,9
1/8/2018 8:00,1,0,0,3,6.56,9.09,93,7.0015,15
1/8/2018 9:00,1,0,0,3,6.56,9.09,93,7.0015,20
1/8/2018 10:00,1,0,0,2,7.38,9.85,80,11.0014,61
1/8/2018 11:00,1,0,0,2,8.2,9.09,69,26.0027,62
1/8/2018 12:00,1,0,0,2,8.2,9.09,59,23.9994,98
1/8/2018 13:00,1,0,0,1,8.2,9.09,44,22.0028,102
1/8/2018 14:00,1,0,0,1,8.2,8.335,32,32.9975,95
1/8/2018 15:00,1,0,0,1,8.2,8.335,32,30.0026,74
1/8/2018 16:00,1,0,0,1,7.38,6.82,29,30.0026,76
1/8/2018 17:00,1,0,0,1,6.56,6.06,37,36.9974,69
1/8/2018 18:00,1,0,0,1,5.74,6.06,39,19.9995,55
1/8/2018 19:00,1,0,0,1,5.74,6.06,36,16.9979,30
1/8/2018 20:00,1,0,0,1,4.92,6.06,36,16.9979,28
1/8/2018 21:00,1,0,0,1,4.92,5.305,39,23.9994,37
1/8/2018 22:00,1,0,0,1,4.92,5.305,36,26.0027,34
1/8/2018 23:00,1,0,0,1,4.1,3.03,39,30.0026,22
1/9/2018 0:00,1,0,0,1,4.1,3.79,42,26.0027,25
1/9/2018 1:00,1,0,0,1,4.1,3.03,42,31.0009,12
1/9/2018 2:00,1,0,0,1,4.1,3.03,46,31.0009,11
1/9/2018 3:00,1,0,0,1,4.1,3.79,46,27.9993,4
1/9/2018 4:00,1,0,0,1,3.28,4.545,53,12.998,1
1/9/2018 5:00,1,0,0,1,3.28,4.545,53,12.998,1
1/9/2018 6:00,1,0,0,1,4.1,4.545,49,19.0012,1
1/9/2018 7:00,1,0,0,1,3.28,4.545,53,12.998,6
1/9/2018 8:00,1,0,0,1,4.1,4.545,49,19.0012,10
1/9/2018 9:00,1,0,0,1,4.92,3.79,46,35.0008,19
1/9/2018 10:00,1,0,0,1,5.74,5.305,43,26.0027,49
1/9/2018 11:00,1,0,0,1,6.56,6.06,40,35.0008,49
1/9/2018 12:00,1,0,0,1,7.38,6.82,37,30.0026,83
1/9/2018 13:00,1,0,0,1,8.2,8.335,34,30.0026,75
1/9/2018 14:00,1,0,0,1,9.02,9.09,32,31.0009,72
1/9/2018 15:00,1,0,0,1,9.02,9.85,35,23.9994,82
1/9/2018 16:00,1,0,0,1,8.2,8.335,34,30.0026,92
1/9/2018 17:00,1,0,0,1,7.38,7.575,37,26.0027,62
1/9/2018 18:00,1,0,0,1,6.56,6.82,40,22.0028,48
1/9/2018 19:00,1,0,0,1,6.56,6.82,43,22.0028,41
1/9/2018 20:00,1,0,0,1,5.74,6.06,46,16.9979,38
1/9/2018 21:00,1,0,0,1,5.74,5.305,46,27.9993,20
1/9/2018 22:00,1,0,0,1,5.74,6.06,46,19.9995,15
1/9/2018 23:00,1,0,0,1,4.92,6.82,50,12.998,6
1/10/2018 0:00,1,0,1,1,4.92,6.06,50,19.0012,5
1/10/2018 1:00,1,0,1,1,4.92,6.06,50,19.0012,1
1/10/2018 2:00,1,0,1,1,4.92,6.06,50,15.0013,3
1/10/2018 3:00,1,0,1,1,4.92,6.06,50,15.0013,1
1/10/2018 4:00,1,0,1,1,4.1,6.06,54,8.9981,3
1/10/2018 5:00,1,0,1,1,4.1,5.305,54,16.9979,3
1/10/2018 6:00,1,0,1,1,4.92,6.06,50,19.0012,31
1/10/2018 7:00,1,0,1,1,4.92,6.06,50,15.0013,77
1/10/2018 8:00,1,0,1,2,4.92,6.06,50,19.0012,188
1/10/2018 9:00,1,0,1,2,5.74,6.06,50,16.9979,94
1/10/2018 10:00,1,0,1,2,5.74,6.06,50,19.9995,31
1/10/2018 11:00,1,0,1,2,6.56,6.82,47,19.0012,30
1/10/2018 12:00,1,0,1,2,8.2,9.09,40,19.0012,52
1/10/2018 13:00,1,0,1,2,8.2,9.09,40,19.0012,54
1/10/2018 14:00,1,0,1,2,8.2,9.85,40,15.0013,47
1/10/2018 15:00,1,0,1,2,8.2,9.85,40,15.0013,45
1/10/2018 16:00,1,0,1,1,8.2,10.605,40,8.9981,74
1/10/2018 17:00,1,0,1,1,8.2,11.365,40,7.0015,178
1/10/2018 18:00,1,0,1,1,8.2,9.85,40,15.0013,155
1/10/2018 19:00,1,0,1,1,6.56,8.335,47,11.0014,95
1/10/2018 20:00,1,0,1,1,6.56,8.335,50,11.0014,74
1/10/2018 21:00,1,0,1,1,5.74,6.82,59,12.998,38
1/10/2018 22:00,1,0,1,1,5.74,7.575,59,11.0014,24
1/10/2018 23:00,1,0,1,1,5.74,7.575,59,11.0014,18
1/11/2018 0:00,1,0,1,1,5.74,8.335,59,7.0015,12
1/11/2018 1:00,1,0,1,1,5.74,7.575,59,11.0014,3
1/11/2018 2:00,1,0,1,2,6.56,7.575,55,12.998,3
1/11/2018 5:00,1,0,1,2,6.56,9.09,55,8.9981,6
1/11/2018 6:00,1,0,1,2,6.56,9.09,55,8.9981,27
1/11/2018 7:00,1,0,1,2,6.56,11.365,55,0,99
1/11/2018 8:00,1,0,1,2,7.38,10.605,51,6.0032,217
1/11/2018 9:00,1,0,1,2,7.38,9.85,51,11.0014,130
1/11/2018 10:00,1,0,1,2,8.2,10.605,51,11.0014,54
1/11/2018 11:00,1,0,1,2,8.2,10.605,47,8.9981,35
1/11/2018 12:00,1,0,1,2,8.2,11.365,51,7.0015,57
1/11/2018 13:00,1,0,1,2,8.2,11.365,59,6.0032,52
1/11/2018 14:00,1,0,1,2,8.2,11.365,59,6.0032,63
1/11/2018 15:00,1,0,1,2,6.56,9.85,80,6.0032,47
1/11/2018 16:00,1,0,1,2,6.56,7.575,86,15.0013,76
1/11/2018 17:00,1,0,1,2,6.56,7.575,86,15.0013,136
1/11/2018 18:00,1,0,1,3,6.56,9.09,93,7.0015,95
1/11/2018 19:00,1,0,1,3,6.56,11.365,93,0,51
1/11/2018 20:00,1,0,1,3,6.56,7.575,93,12.998,32
1/11/2018 21:00,1,0,1,3,6.56,9.85,86,6.0032,20
1/11/2018 22:00,1,0,1,3,6.56,9.09,93,7.0015,29
1/11/2018 23:00,1,0,1,3,6.56,9.85,93,6.0032,19
1/12/2018 0:00,1,0,1,2,6.56,9.85,86,6.0032,7
1/12/2018 1:00,1,0,1,2,6.56,9.09,86,7.0015,6
1/12/2018 2:00,1,0,1,1,5.74,7.575,86,8.9981,1
1/12/2018 5:00,1,0,1,1,5.74,7.575,86,11.0014,5
1/12/2018 6:00,1,0,1,1,4.92,7.575,93,8.9981,16
1/12/2018 7:00,1,0,1,1,5.74,7.575,69,8.9981,54
1/12/2018 8:00,1,0,1,1,6.56,8.335,59,11.0014,128
1/12/2018 9:00,1,0,1,1,6.56,6.82,59,22.0028,81
1/12/2018 10:00,1,0,1,1,7.38,9.09,55,15.0013,39
1/12/2018 11:00,1,0,1,1,8.2,9.09,51,26.0027,35
1/12/2018 12:00,1,0,1,1,8.2,7.575,47,39.0007,55
1/12/2018 13:00,1,0,1,1,9.02,9.85,44,23.9994,49
1/12/2018 14:00,1,0,1,1,8.2,9.09,47,22.0028,44
1/12/2018 15:00,1,0,1,1,8.2,8.335,47,27.9993,49
1/12/2018 16:00,1,0,1,1,9.02,9.85,44,22.0028,68
1/12/2018 17:00,1,0,1,1,8.2,9.09,47,23.9994,139
1/12/2018 18:00,1,0,1,1,8.2,7.575,47,35.0008,137
1/12/2018 19:00,1,0,1,1,7.38,7.575,47,27.9993,83
1/12/2018 20:00,1,0,1,1,6.56,6.82,50,22.0028,56
1/12/2018 21:00,1,0,1,1,6.56,6.82,55,22.0028,57
1/12/2018 22:00,1,0,1,1,6.56,6.06,55,30.0026,33
1/12/2018 23:00,1,0,1,1,5.74,5.305,59,27.9993,20
1/13/2018 0:00,1,0,1,1,5.74,6.06,59,19.0012,7
1/13/2018 1:00,1,0,1,1,5.74,6.06,50,19.0012,2
1/13/2018 2:00,1,0,1,1,5.74,6.06,50,23.9994,2
1/13/2018 3:00,1,0,1,1,5.74,6.06,50,22.0028,3
1/13/2018 4:00,1,0,1,1,5.74,6.06,50,16.9979,4
1/13/2018 5:00,1,0,1,1,5.74,6.06,50,19.9995,3
1/13/2018 6:00,1,0,1,1,4.92,7.575,54,8.9981,28
1/13/2018 7:00,1,0,1,1,4.92,7.575,54,8.9981,72
1/13/2018 8:00,1,0,1,1,5.74,6.82,50,12.998,202
1/13/2018 9:00,1,0,1,1,5.74,6.06,50,22.0028,139
1/13/2018 10:00,1,0,1,2,6.56,6.82,50,23.9994,38
1/13/2018 11:00,1,0,1,2,8.2,8.335,44,30.0026,37
1/13/2018 12:00,1,0,1,1,8.2,8.335,44,27.9993,52
1/13/2018 13:00,1,0,1,1,9.02,9.85,41,30.0026,83
1/13/2018 14:00,1,0,1,1,9.02,9.85,41,26.0027,42
1/13/2018 15:00,1,0,1,1,9.84,10.605,38,19.9995,60
1/13/2018 16:00,1,0,1,1,9.84,10.605,38,23.9994,78
1/13/2018 17:00,1,0,1,1,8.2,9.09,40,19.0012,162
1/13/2018 18:00,1,0,1,1,8.2,9.09,40,22.0028,144
1/13/2018 19:00,1,0,1,1,6.56,7.575,47,16.9979,99
1/13/2018 20:00,1,0,1,1,6.56,7.575,47,15.0013,64
1/13/2018 21:00,1,0,1,1,5.74,6.06,46,19.9995,40
1/13/2018 22:00,1,0,1,1,5.74,6.06,46,22.0028,30
1/13/2018 23:00,1,0,1,1,4.92,6.82,50,12.998,15
1/14/2018 0:00,1,0,1,1,4.92,6.82,50,12.998,14
1/14/2018 1:00,1,0,1,1,4.1,6.06,54,11.0014,5
1/14/2018 2:00,1,0,1,1,4.1,6.06,54,8.9981,1
1/14/2018 3:00,1,0,1,1,4.1,6.82,54,7.0015,1
1/14/2018 5:00,1,0,1,1,4.1,6.82,54,6.0032,8
1/14/2018 6:00,1,0,1,1,4.1,9.09,54,0,17
1/14/2018 7:00,1,0,1,1,4.1,6.06,74,11.0014,70
1/14/2018 8:00,1,0,1,1,4.92,8.335,68,0,158
1/14/2018 9:00,1,0,1,1,5.74,7.575,69,8.9981,117
1/14/2018 10:00,1,0,1,1,7.38,9.09,55,12.998,44
1/14/2018 11:00,1,0,1,1,7.38,8.335,51,19.0012,53
1/14/2018 12:00,1,0,1,1,8.2,9.85,44,16.9979,61
1/14/2018 13:00,1,0,1,1,9.02,9.85,37,26.0027,77
1/14/2018 14:00,1,0,1,1,9.02,10.605,41,19.0012,64
1/14/2018 15:00,1,0,1,1,9.84,12.12,38,11.0014,68
1/14/2018 16:00,1,0,1,1,9.02,12.12,41,7.0015,90
1/14/2018 17:00,1,0,1,1,9.02,11.365,41,11.0014,159
1/14/2018 18:00,1,0,1,1,8.2,12.88,47,0,139
1/14/2018 19:00,1,0,1,1,6.56,9.85,59,6.0032,92
1/14/2018 20:00,1,0,1,1,7.38,12.12,59,0,68
1/14/2018 21:00,1,0,1,1,6.56,11.365,69,0,52
1/14/2018 22:00,1,0,1,2,6.56,11.365,69,0,36
1/14/2018 23:00,1,0,1,2,7.38,12.12,55,0,27
1/15/2018 0:00,1,0,0,1,7.38,12.12,55,0,28
1/15/2018 1:00,1,0,0,2,6.56,9.85,59,6.0032,20
1/15/2018 2:00,1,0,0,2,6.56,9.85,59,6.0032,12
1/15/2018 3:00,1,0,0,2,6.56,11.365,59,0,8
1/15/2018 4:00,1,0,0,2,6.56,11.365,59,0,5
1/15/2018 5:00,1,0,0,1,6.56,11.365,59,0,1
1/15/2018 6:00,1,0,0,1,5.74,8.335,63,7.0015,3
1/15/2018 7:00,1,0,0,1,5.74,10.605,63,0,10
1/15/2018 8:00,1,0,0,1,5.74,7.575,63,8.9981,23
1/15/2018 9:00,1,0,0,1,6.56,9.09,64,8.9981,33
1/15/2018 10:00,1,0,0,1,7.38,9.85,59,11.0014,59
1/15/2018 11:00,1,0,0,1,8.2,9.85,55,15.0013,72
1/15/2018 12:00,1,0,0,1,9.84,11.365,48,15.0013,89
1/15/2018 13:00,1,0,0,1,11.48,12.88,38,19.9995,101
1/15/2018 14:00,1,0,0,1,12.3,14.395,39,19.0012,118
1/15/2018 15:00,1,0,0,2,13.12,15.91,36,12.998,129
1/15/2018 16:00,1,0,0,2,13.94,16.665,34,12.998,128
1/15/2018 17:00,1,0,0,2,13.12,15.15,36,19.0012,83
1/15/2018 18:00,1,0,0,2,12.3,14.395,45,16.9979,84
1/15/2018 19:00,1,0,0,2,13.12,15.15,39,16.9979,74
1/15/2018 20:00,1,0,0,2,13.12,15.15,39,16.9979,41
1/15/2018 21:00,1,0,0,2,13.12,15.15,39,15.0013,57
1/15/2018 22:00,1,0,0,2,12.3,15.91,42,7.0015,26
1/15/2018 23:00,1,0,0,1,12.3,14.395,45,19.0012,44
1/16/2018 0:00,1,0,0,1,10.66,15.15,56,0,39
1/16/2018 1:00,1,0,0,1,10.66,13.635,56,8.9981,23
1/16/2018 2:00,1,0,0,1,10.66,14.395,56,6.0032,16
1/16/2018 3:00,1,0,0,1,9.02,13.635,69,0,15
1/16/2018 4:00,1,0,0,1,10.66,12.88,56,11.0014,1
1/16/2018 5:00,1,0,0,2,10.66,12.88,56,11.0014,2
1/16/2018 6:00,1,0,0,2,10.66,12.88,56,11.0014,1
1/16/2018 7:00,1,0,0,2,9.84,10.605,56,19.9995,3
1/16/2018 8:00,1,0,0,1,9.02,10.605,55,19.0012,18
1/16/2018 9:00,1,0,0,1,9.02,10.605,51,16.9979,32
1/16/2018 10:00,1,0,0,1,9.02,10.605,51,19.0012,79
1/16/2018 11:00,1,0,0,1,9.84,11.365,44,16.9979,93
1/16/2018 12:00,1,0,0,1,9.84,10.605,41,19.0012,104
1/16/2018 13:00,1,0,0,1,10.66,11.365,35,19.9995,118
1/16/2018 14:00,1,0,0,1,11.48,13.635,36,16.9979,91
1/16/2018 15:00,1,0,0,1,10.66,12.12,38,16.9979,113
1/16/2018 16:00,1,0,0,1,9.84,11.365,38,15.0013,99
1/16/2018 17:00,1,0,0,1,9.02,10.605,37,16.9979,105
1/16/2018 18:00,1,0,0,1,8.2,10.605,40,11.0014,67
1/16/2018 19:00,1,0,0,1,7.38,9.85,47,8.9981,61
1/16/2018 20:00,1,0,0,1,7.38,9.85,47,11.0014,57
1/16/2018 21:00,1,0,0,1,7.38,9.85,51,11.0014,28
1/16/2018 22:00,1,0,0,2,8.2,10.605,49,8.9981,21
1/16/2018 23:00,1,0,0,2,8.2,11.365,40,7.0015,18
1/17/2018 0:00,1,1,0,2,8.2,9.85,47,15.0013,17
1/17/2018 1:00,1,1,0,2,8.2,9.85,44,12.998,16
1/17/2018 2:00,1,1,0,2,7.38,8.335,43,16.9979,8
1/17/2018 3:00,1,1,0,2,7.38,9.09,43,12.998,2
1/17/2018 4:00,1,1,0,2,7.38,9.85,43,8.9981,3
1/17/2018 5:00,1,1,0,2,7.38,9.85,43,11.0014,1
1/17/2018 6:00,1,1,0,2,7.38,9.09,43,12.998,5
1/17/2018 7:00,1,1,0,2,6.56,9.09,50,8.9981,13
1/17/2018 8:00,1,1,0,2,6.56,7.575,47,15.0013,33
1/17/2018 9:00,1,1,0,2,6.56,7.575,47,15.0013,47
1/17/2018 10:00,1,1,0,2,6.56,7.575,50,16.9979,57
1/17/2018 11:00,1,1,0,2,6.56,7.575,55,12.998,64
1/17/2018 12:00,1,1,0,2,7.38,9.85,47,8.9981,80
1/17/2018 13:00,1,1,0,2,7.38,9.85,47,8.9981,93
1/17/2018 14:00,1,1,0,2,7.38,10.605,43,7.0015,86
1/17/2018 15:00,1,1,0,2,8.2,10.605,47,11.0014,93
1/17/2018 16:00,1,1,0,2,8.2,10.605,47,11.0014,82
1/17/2018 17:00,1,1,0,1,8.2,9.85,51,12.998,71
1/17/2018 18:00,1,1,0,2,7.38,8.335,55,16.9979,92
