,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
97,1,0,1,1,8.2,9.85,47,15.0013,33
98,1,0,1,1,7.38,9.09,43,12.998,88
99,1,0,1,1,8.2,9.09,40,19.9995,195
100,1,0,1,1,9.02,9.85,37,22.0028,115
101,1,0,1,1,9.02,9.85,37,22.0028,57
102,1,0,1,1,10.66,11.365,33,22.0028,46
103,1,0,1,1,10.66,11.365,33,22.0028,79
104,1,0,1,1,11.48,12.88,30,19.9995,71
105,1,0,1,1,12.3,14.395,28,12.998,62
106,1,0,1,1,12.3,14.395,28,12.998,62
107,1,0,1,1,12.3,15.91,28,6.0032,89
108,1,0,1,1,9.84,11.365,38,12.998,190
109,1,0,1,1,9.84,12.12,38,8.9981,169
110,1,0,1,1,9.84,12.88,38,7.0015,132
111,1,0,1,1,9.02,11.365,47,11.0014,89
112,1,0,1,1,8.2,9.85,51,12.998,43
113,1,0,1,1,7.38,9.85,55,8.9981,42
114,1,0,1,1,8.2,12.88,47,0.0,19
115,1,0,1,1,7.38,12.12,55,0.0,11
116,1,0,1,1,6.56,11.365,64,0.0,4
117,1,0,1,1,6.56,11.365,64,0.0,2
118,1,0,1,2,6.56,9.85,64,6.0032,1
119,1,0,1,2,5.74,9.09,69,6.0032,4
120,1,0,1,2,5.74,8.335,63,7.0015,36
121,1,0,1,2,6.56,11.365,59,0.0,95
122,1,0,1,1,6.56,11.365,59,0.0,219
123,1,0,1,2,7.38,12.12,51,0.0,122
124,1,0,1,1,8.2,12.88,47,0.0,45
125,1,0,1,1,9.02,12.88,44,6.0032,59
126,1,0,1,1,10.66,14.395,35,0.0,84
127,1,0,1,1,10.66,13.635,35,7.0015,67
128,1,0,1,1,11.48,13.635,36,11.0014,70
129,1,0,1,1,11.48,13.635,36,0.0,62
130,1,0,1,1,10.66,12.88,38,11.0014,86
131,1,0,1,1,9.02,11.365,51,11.0014,172
132,1,0,1,1,9.02,11.365,51,8.9981,163
133,1,0,1,1,9.02,12.88,55,6.0032,112
134,1,0,1,1,8.2,10.605,51,11.0014,69
135,1,0,1,2,9.02,10.605,55,15.0013,48
136,1,0,1,2,9.02,10.605,51,19.0012,52
137,1,0,1,2,8.2,9.85,59,12.998,23
138,1,0,1,2,8.2,9.85,64,12.998,17
139,1,0,1,2,8.2,9.85,69,15.0013,7
140,1,0,1,2,8.2,9.85,69,15.0013,1
141,1,0,1,2,8.2,10.605,69,8.9981,1
142,1,0,1,3,9.02,13.635,55,0.0,5
143,1,0,1,2,8.2,12.88,69,0.0,34
144,1,0,1,1,8.2,10.605,69,8.9981,84
145,1,0,1,1,8.2,9.85,51,16.9979,210
146,1,0,1,1,8.2,9.09,47,19.9995,134
147,1,0,1,1,9.02,9.85,37,22.0028,63
148,1,0,1,2,8.2,9.85,40,15.0013,67
149,1,0,1,2,8.2,9.85,37,16.9979,59
150,1,0,1,2,8.2,9.09,37,19.0012,73
151,1,0,1,2,8.2,9.85,40,16.9979,50
152,1,0,1,2,8.2,10.605,37,11.0014,72
153,1,0,1,2,8.2,10.605,37,11.0014,87
154,1,0,1,2,8.2,12.88,37,0.0,187
155,1,0,1,1,8.2,11.365,40,6.0032,123
156,1,0,1,1,6.56,9.85,55,6.0032,95
157,1,0,1,1,7.38,10.605,47,7.0015,51
158,1,0,1,1,7.38,9.85,47,8.9981,39
159,1,0,1,2,7.38,9.85,43,11.0014,36
160,1,0,1,2,7.38,9.85,51,11.0014,15
161,1,0,0,2,7.38,9.85,51,11.0014,25
162,1,0,0,2,7.38,10.605,55,6.0032,16
163,1,0,0,2,7.38,12.12,55,0.0,16
164,1,0,0,3,7.38,9.85,55,11.0014,7
165,1,0,0,3,7.38,9.85,55,11.0014,1
166,1,0,0,2,6.56,8.335,74,11.0014,5
167,1,0,0,2,6.56,8.335,74,11.0014,2
168,1,0,0,2,6.56,9.09,74,7.0015,9
169,1,0,0,3,6.56,9.09,93,7.0015,15
170,1,0,0,3,6.56,9.09,93,7.0015,20
171,1,0,0,2,7.38,9.85,80,11.0014,61
172,1,0,0,2,8.2,9.09,69,26.0027,62
173,1,0,0,2,8.2,9.09,59,23.9994,98
174,1,0,0,1,8.2,9.09,44,22.0028,102
175,1,0,0,1,8.2,8.335,32,32.9975,95
176,1,0,0,1,8.2,8.335,32,30.0026,74
177,1,0,0,1,7.38,6.82,29,30.0026,76
178,1,0,0,1,6.56,6.06,37,36.9974,69
179,1,0,0,1,5.74,6.06,39,19.9995,55
180,1,0,0,1,5.74,6.06,36,16.9979,30
181,1,0,0,1,4.92,6.06,36,16.9979,28
182,1,0,0,1,4.92,5.305,39,23.9994,37
183,1,0,0,1,4.92,5.305,36,26.0027,34
184,1,0,0,1,4.1,3.03,39,30.0026,22
185,1,0,0,1,4.1,3.79,42,26.0027,25
186,1,0,0,1,4.1,3.03,42,31.0009,12
187,1,0,0,1,4.1,3.03,46,31.0009,11
188,1,0,0,1,4.1,3.79,46,27.9993,4
189,1,0,0,1,3.28,4.545,53,12.998,1
190,1,0,0,1,3.28,4.545,53,12.998,1
191,1,0,0,1,4.1,4.545,49,19.0012,1
192,1,0,0,1,3.28,4.545,53,12.998,6
193,1,0,0,1,4.1,4.545,49,19.0012,10
194,1,0,0,1,4.92,3.79,46,35.0008,19
195,1,0,0,1,5.74,5.305,43,26.0027,49
196,1,0,0,1,6.56,6.06,40,35.0008,49
197,1,0,0,1,7.38,6.82,37,30.0026,83
198,1,0,0,1,8.2,8.335,34,30.0026,75
199,1,0,0,1,9.02,9.09,32,31.0009,72
200,1,0,0,1,9.02,9.85,35,23.9994,82
201,1,0,0,1,8.2,8.335,34,30.0026,92
202,1,0,0,1,7.38,7.575,37,26.0027,62
203,1,0,0,1,6.56,6.82,40,22.0028,48
204,1,0,0,1,6.56,6.82,43,22.0028,41
205,1,0,0,1,5.74,6.06,46,16.9979,38
206,1,0,0,1,5.74,5.305,46,27.9993,20
207,1,0,0,1,5.74,6.06,46,19.9995,15
208,1,0,0,1,4.92,6.82,50,12.998,6
209,1,0,1,1,4.92,6.06,50,19.0012,5
210,1,0,1,1,4.92,6.06,50,19.0012,1
211,1,0,1,1,4.92,6.06,50,15.0013,3
212,1,0,1,1,4.92,6.06,50,15.0013,1
213,1,0,1,1,4.1,6.06,54,8.9981,3
214,1,0,1,1,4.1,5.305,54,16.9979,3
215,1,0,1,1,4.92,6.06,50,19.0012,31
216,1,0,1,1,4.92,6.06,50,15.0013,77
217,1,0,1,2,4.92,6.06,50,19.0012,188
218,1,0,1,2,5.74,6.06,50,16.9979,94
219,1,0,1,2,5.74,6.06,50,19.9995,31
220,1,0,1,2,6.56,6.82,47,19.0012,30
221,1,0,1,2,8.2,9.09,40,19.0012,52
222,1,0,1,2,8.2,9.09,40,19.0012,54
223,1,0,1,2,8.2,9.85,40,15.0013,47
224,1,0,1,2,8.2,9.85,40,15.0013,45
225,1,0,1,1,8.2,10.605,40,8.9981,74
226,1,0,1,1,8.2,11.365,40,7.0015,178
227,1,0,1,1,8.2,9.85,40,15.0013,155
228,1,0,1,1,6.56,8.335,47,11.0014,95
229,1,0,1,1,6.56,8.335,50,11.0014,74
230,1,0,1,1,5.74,6.82,59,12.998,38
231,1,0,1,1,5.74,7.575,59,11.0014,24
232,1,0,1,1,5.74,7.575,59,11.0014,18
233,1,0,1,1,5.74,8.335,59,7.0015,12
234,1,0,1,1,5.74,7.575,59,11.0014,3
235,1,0,1,2,6.56,7.575,55,12.998,3
236,1,0,1,2,6.56,9.09,55,8.9981,6
237,1,0,1,2,6.56,9.09,55,8.9981,27
238,1,0,1,2,6.56,11.365,55,0.0,99
239,1,0,1,2,7.38,10.605,51,6.0032,217
240,1,0,1,2,7.38,9.85,51,11.0014,130
241,1,0,1,2,8.2,10.605,51,11.0014,54
242,1,0,1,2,8.2,10.605,47,8.9981,35
243,1,0,1,2,8.2,11.365,51,7.0015,57
244,1,0,1,2,8.2,11.365,59,6.0032,52
245,1,0,1,2,8.2,11.365,59,6.0032,63
246,1,0,1,2,6.56,9.85,80,6.0032,47
247,1,0,1,2,6.56,7.575,86,15.0013,76
248,1,0,1,2,6.56,7.575,86,15.0013,136
249,1,0,1,3,6.56,9.09,93,7.0015,95
250,1,0,1,3,6.56,11.365,93,0.0,51
251,1,0,1,3,6.56,7.575,93,12.998,32
252,1,0,1,3,6.56,9.85,86,6.0032,20
253,1,0,1,3,6.56,9.09,93,7.0015,29
254,1,0,1,3,6.56,9.85,93,6.0032,19
255,1,0,1,2,6.56,9.85,86,6.0032,7
256,1,0,1,2,6.56,9.09,86,7.0015,6
257,1,0,1,1,5.74,7.575,86,8.9981,1
258,1,0,1,1,5.74,7.575,86,11.0014,5
259,1,0,1,1,4.92,7.575,93,8.9981,16
260,1,0,1,1,5.74,7.575,69,8.9981,54
261,1,0,1,1,6.56,8.335,59,11.0014,128
262,1,0,1,1,6.56,6.82,59,22.0028,81
263,1,0,1,1,7.38,9.09,55,15.0013,39
264,1,0,1,1,8.2,9.09,51,26.0027,35
265,1,0,1,1,8.2,7.575,47,39.0007,55
266,1,0,1,1,9.02,9.85,44,23.9994,49
267,1,0,1,1,8.2,9.09,47,22.0028,44
268,1,0,1,1,8.2,8.335,47,27.9993,49
269,1,0,1,1,9.02,9.85,44,22.0028,68
270,1,0,1,1,8.2,9.09,47,23.9994,139
271,1,0,1,1,8.2,7.575,47,35.0008,137
272,1,0,1,1,7.38,7.575,47,27.9993,83
273,1,0,1,1,6.56,6.82,50,22.0028,56
274,1,0,1,1,6.56,6.82,55,22.0028,57
275,1,0,1,1,6.56,6.06,55,30.0026,33
276,1,0,1,1,5.74,5.305,59,27.9993,20
277,1,0,1,1,5.74,6.06,59,19.0012,7
278,1,0,1,1,5.74,6.06,50,19.0012,2
279,1,0,1,1,5.74,6.06,50,23.9994,2
280,1,0,1,1,5.74,6.06,50,22.0028,3
281,1,0,1,1,5.74,6.06,50,16.9979,4
282,1,0,1,1,5.74,6.06,50,19.9995,3
283,1,0,1,1,4.92,7.575,54,8.9981,28
284,1,0,1,1,4.92,7.575,54,8.9981,72
285,1,0,1,1,5.74,6.82,50,12.998,202
286,1,0,1,1,5.74,6.06,50,22.0028,139
287,1,0,1,2,6.56,6.82,50,23.9994,38
288,1,0,1,2,8.2,8.335,44,30.0026,37
289,1,0,1,1,8.2,8.335,44,27.9993,52
290,1,0,1,1,9.02,9.85,41,30.0026,83
291,1,0,1,1,9.02,9.85,41,26.0027,42
292,1,0,1,1,9.84,10.605,38,19.9995,60
293,1,0,1,1,9.84,10.605,38,23.9994,78
294,1,0,1,1,8.2,9.09,40,19.0012,162
295,1,0,1,1,8.2,9.09,40,22.0028,144
296,1,0,1,1,6.56,7.575,47,16.9979,99
297,1,0,1,1,6.56,7.575,47,15.0013,64
298,1,0,1,1,5.74,6.06,46,19.9995,40
299,1,0,1,1,5.74,6.06,46,22.0028,30
300,1,0,1,1,4.92,6.82,50,12.998,15
301,1,0,1,1,4.92,6.82,50,12.998,14
302,1,0,1,1,4.1,6.06,54,11.0014,5
303,1,0,1,1,4.1,6.06,54,8.9981,1
304,1,0,1,1,4.1,6.82,54,7.0015,1
305,1,0,1,1,4.1,6.82,54,6.0032,8
306,1,0,1,1,4.1,9.09,54,0.0,17
307,1,0,1,1,4.1,6.06,74,11.0014,70
308,1,0,1,1,4.92,8.335,68,0.0,158
309,1,0,1,1,5.74,7.575,69,8.9981,117
310,1,0,1,1,7.38,9.09,55,12.998,44
311,1,0,1,1,7.38,8.335,51,19.0012,53
312,1,0,1,1,8.2,9.85,44,16.9979,61
313,1,0,1,1,9.02,9.85,37,26.0027,77
314,1,0,1,1,9.02,10.605,41,19.0012,64
315,1,0,1,1,9.84,12.12,38,11.0014,68
316,1,0,1,1,9.02,12.12,41,7.0015,90
317,1,0,1,1,9.02,11.365,41,11.0014,159
318,1,0,1,1,8.2,12.88,47,0.0,139
319,1,0,1,1,6.56,9.85,59,6.0032,92
320,1,0,1,1,7.38,12.12,59,0.0,68
321,1,0,1,1,6.56,11.365,69,0.0,52
322,1,0,1,2,6.56,11.365,69,0.0,36
323,1,0,1,2,7.38,12.12,55,0.0,27
324,1,0,0,1,7.38,12.12,55,0.0,28
325,1,0,0,2,6.56,9.85,59,6.0032,20
326,1,0,0,2,6.56,9.85,59,6.0032,12
327,1,0,0,2,6.56,11.365,59,0.0,8
328,1,0,0,2,6.56,11.365,59,0.0,5
329,1,0,0,1,6.56,11.365,59,0.0,1
330,1,0,0,1,5.74,8.335,63,7.0015,3
331,1,0,0,1,5.74,10.605,63,0.0,10
332,1,0,0,1,5.74,7.575,63,8.9981,23
333,1,0,0,1,6.56,9.09,64,8.9981,33
334,1,0,0,1,7.38,9.85,59,11.0014,59
335,1,0,0,1,8.2,9.85,55,15.0013,72
336,1,0,0,1,9.84,11.365,48,15.0013,89
337,1,0,0,1,11.48,12.88,38,19.9995,101
338,1,0,0,1,12.3,14.395,39,19.0012,118
339,1,0,0,2,13.12,15.91,36,12.998,129
340,1,0,0,2,13.94,16.665,34,12.998,128
341,1,0,0,2,13.12,15.15,36,19.0012,83
342,1,0,0,2,12.3,14.395,45,16.9979,84
343,1,0,0,2,13.12,15.15,39,16.9979,74
344,1,0,0,2,13.12,15.15,39,16.9979,41
345,1,0,0,2,13.12,15.15,39,15.0013,57
346,1,0,0,2,12.3,15.91,42,7.0015,26
347,1,0,0,1,12.3,14.395,45,19.0012,44
348,1,0,0,1,10.66,15.15,56,0.0,39
349,1,0,0,1,10.66,13.635,56,8.9981,23
350,1,0,0,1,10.66,14.395,56,6.0032,16
351,1,0,0,1,9.02,13.635,69,0.0,15
352,1,0,0,1,10.66,12.88,56,11.0014,1
353,1,0,0,2,10.66,12.88,56,11.0014,2
354,1,0,0,2,10.66,12.88,56,11.0014,1
355,1,0,0,2,9.84,10.605,56,19.9995,3
356,1,0,0,1,9.02,10.605,55,19.0012,18
357,1,0,0,1,9.02,10.605,51,16.9979,32
358,1,0,0,1,9.02,10.605,51,19.0012,79
359,1,0,0,1,9.84,11.365,44,16.9979,93
360,1,0,0,1,9.84,10.605,41,19.0012,104
361,1,0,0,1,10.66,11.365,35,19.9995,118
362,1,0,0,1,11.48,13.635,36,16.9979,91
363,1,0,0,1,10.66,12.12,38,16.9979,113
364,1,0,0,1,9.84,11.365,38,15.0013,99
365,1,0,0,1,9.02,10.605,37,16.9979,105
366,1,0,0,1,8.2,10.605,40,11.0014,67
367,1,0,0,1,7.38,9.85,47,8.9981,61
368,1,0,0,1,7.38,9.85,47,11.0014,57
369,1,0,0,1,7.38,9.85,51,11.0014,28
370,1,0,0,2,8.2,10.605,49,8.9981,21
371,1,0,0,2,8.2,11.365,40,7.0015,18
372,1,1,0,2,8.2,9.85,47,15.0013,17
373,1,1,0,2,8.2,9.85,44,12.998,16
374,1,1,0,2,7.38,8.335,43,16.9979,8
375,1,1,0,2,7.38,9.09,43,12.998,2
376,1,1,0,2,7.38,9.85,43,8.9981,3
377,1,1,0,2,7.38,9.85,43,11.0014,1
378,1,1,0,2,7.38,9.09,43,12.998,5
379,1,1,0,2,6.56,9.09,50,8.9981,13
380,1,1,0,2,6.56,7.575,47,15.0013,33
381,1,1,0,2,6.56,7.575,47,15.0013,47
382,1,1,0,2,6.56,7.575,50,16.9979,57
383,1,1,0,2,6.56,7.575,55,12.998,64
384,1,1,0,2,7.38,9.85,47,8.9981,80
385,1,1,0,2,7.38,9.85,47,8.9981,93
386,1,1,0,2,7.38,10.605,43,7.0015,86
387,1,1,0,2,8.2,10.605,47,11.0014,93
388,1,1,0,2,8.2,10.605,47,11.0014,82
389,1,1,0,1,8.2,9.85,51,12.998,71
390,1,1,0,2,7.38,8.335,55,16.9979,92
391,1,1,0,3,7.38,9.09,59,12.998,60
392,1,1,0,3,6.56,7.575,80,12.998,33
393,1,1,0,3,6.56,7.575,80,12.998,27
394,1,1,0,3,5.74,6.06,93,16.9979,13
395,1,1,0,3,6.56,6.82,86,19.0012,4
396,1,0,1,2,8.2,9.09,86,22.0028,3
397,1,0,1,2,8.2,9.85,86,15.0013,22
398,1,0,1,2,9.02,11.365,80,11.0014,28
399,1,0,1,2,9.02,11.365,87,11.0014,35
400,1,0,1,2,9.02,11.365,87,12.998,61
401,1,0,1,2,9.02,11.365,82,12.998,125
402,1,0,1,2,9.02,11.365,80,11.0014,133
403,1,0,1,2,9.02,11.365,80,8.9981,99
404,1,0,1,2,9.02,13.635,87,0.0,83
405,1,0,1,2,9.02,12.12,93,7.0015,41
406,1,0,1,2,9.02,12.88,93,6.0032,33
407,1,0,1,2,9.02,13.635,93,0.0,20
408,1,0,1,2,9.02,13.635,93,0.0,3
409,1,0,1,3,9.02,11.365,93,8.9981,7
410,1,0,1,3,9.02,11.365,93,8.9981,3
411,1,0,1,3,9.02,11.365,93,8.9981,2
412,1,0,1,2,9.02,12.88,93,6.0032,7
413,1,0,1,2,9.02,12.88,93,6.0032,32
414,1,0,1,2,9.84,12.88,92,7.0015,90
415,1,0,1,2,9.84,12.88,93,7.0015,197
416,1,0,1,2,9.84,12.88,93,7.0015,109
417,1,0,1,2,10.66,13.635,93,8.9981,47
418,1,0,1,2,11.48,15.15,87,6.0032,52
419,1,0,1,2,12.3,15.91,81,6.0032,70
420,1,0,1,1,16.4,20.455,62,19.0012,78
421,1,0,1,1,16.4,20.455,58,16.9979,75
422,1,0,1,1,16.4,20.455,54,19.0012,82
423,1,0,1,1,15.58,19.695,58,26.0027,104
424,1,0,1,1,14.76,16.665,57,22.0028,197
425,1,0,1,1,13.94,15.91,61,19.0012,161
426,1,0,1,1,13.12,14.395,57,27.9993,112
427,1,0,1,1,13.12,15.15,49,19.9995,76
428,1,0,1,1,13.12,14.395,49,27.9993,59
429,1,0,1,1,12.3,15.15,52,11.0014,59
430,1,0,1,1,12.3,13.635,52,31.0009,28
431,1,0,1,2,6.56,9.09,64,7.0015,8
432,1,0,1,2,6.56,9.09,69,7.0015,3
433,1,0,1,2,6.56,11.365,69,0.0,2
434,1,0,1,2,6.56,11.365,69,0.0,2
435,1,0,1,3,5.74,10.605,93,0.0,3
436,1,0,1,3,5.74,10.605,93,0.0,22
437,1,0,1,3,6.56,11.365,93,0.0,52
438,1,0,1,3,6.56,11.365,93,0.0,135
439,1,0,1,2,6.56,11.365,93,0.0,116
440,1,0,1,2,6.56,11.365,93,0.0,47
441,1,0,1,2,7.38,12.12,86,0.0,51
442,1,0,1,2,8.2,12.88,86,0.0,55
443,1,0,1,2,8.2,12.88,86,0.0,52
444,1,0,1,2,9.02,12.88,80,6.0032,54
445,1,0,1,2,9.84,14.395,75,0.0,52
446,1,0,1,2,9.84,12.12,75,8.9981,64
447,1,0,1,2,9.84,14.395,75,0.0,176
448,1,0,1,2,9.84,12.88,81,7.0015,168
449,1,0,1,2,9.84,12.12,81,8.9981,108
450,1,0,1,2,9.02,11.365,87,8.9981,74
451,1,0,1,2,9.02,11.365,87,8.9981,64
452,1,0,1,2,9.02,12.88,87,6.0032,36
453,1,0,1,3,8.2,9.85,93,12.998,16
454,1,0,1,3,9.02,12.12,93,7.0015,2
455,1,0,1,3,9.02,11.365,93,12.998,3
456,1,0,1,3,9.02,11.365,93,8.9981,4
457,1,0,1,3,9.02,11.365,93,8.9981,1
458,1,0,1,3,9.02,10.605,93,19.0012,1
459,1,0,1,3,9.02,12.12,93,7.0015,3
460,1,0,1,3,9.02,12.12,93,7.0015,18
461,1,0,1,3,9.02,10.605,93,15.0013,49
462,1,0,1,3,9.02,10.605,93,15.0013,155
463,1,0,1,2,9.84,12.88,93,6.0032,123
464,1,0,1,2,9.02,13.635,100,0.0,61
465,1,0,1,2,9.84,11.365,93,12.998,52
466,1,0,1,2,9.84,11.365,93,15.0013,64
467,1,0,1,1,13.94,16.665,93,11.0014,75
468,1,0,1,1,15.58,19.695,82,26.0027,63
469,1,0,1,1,15.58,19.695,76,22.0028,76
470,1,0,1,1,14.76,16.665,71,19.9995,103
471,1,0,1,1,14.76,15.91,53,35.0008,190
472,1,0,1,1,13.94,14.395,42,36.9974,182
473,1,0,1,1,11.48,12.12,45,32.9975,91
474,1,0,1,1,9.84,9.85,48,36.9974,75
475,1,0,1,1,9.02,9.85,47,22.0028,63
476,1,0,1,1,9.02,10.605,44,16.9979,40
477,1,0,1,1,8.2,8.335,44,30.0026,32
478,1,0,1,1,8.2,8.335,40,30.0026,12
479,1,0,1,1,8.2,7.575,44,35.0008,5
480,1,0,1,1,7.38,8.335,43,16.9979,2
481,1,0,1,1,7.38,8.335,43,16.9979,1
482,1,0,1,1,6.56,6.82,50,19.9995,2
483,1,0,1,1,6.56,6.82,43,23.9994,39
484,1,0,1,1,5.74,6.06,50,22.0028,87
485,1,0,1,1,5.74,6.06,50,23.9994,188
486,1,0,1,1,6.56,6.82,47,19.9995,133
487,1,0,1,1,7.38,7.575,43,22.0028,52
488,1,0,1,1,7.38,6.82,43,30.0026,64
489,1,0,1,1,8.2,9.09,40,23.9994,69
490,1,0,1,1,8.2,8.335,40,27.9993,51
491,1,0,1,1,9.02,9.85,37,26.0027,47
492,1,0,1,1,9.02,9.85,37,22.0028,60
493,1,0,1,1,9.02,10.605,37,16.9979,78
494,1,0,1,1,8.2,9.85,40,12.998,175
495,1,0,1,1,8.2,10.605,40,11.0014,147
496,1,0,1,1,8.2,12.88,40,0.0,96
497,1,0,1,1,8.2,11.365,47,6.0032,109
498,1,0,1,1,7.38,10.605,55,7.0015,54
499,1,0,1,1,7.38,10.605,51,6.0032,41
500,1,0,1,1,8.2,11.365,47,7.0015,38
501,1,0,1,2,8.2,12.88,44,0.0,13
502,1,0,1,2,6.56,11.365,59,0.0,7
503,1,0,1,2,5.74,8.335,63,7.0015,1
504,1,0,1,2,5.74,8.335,63,7.0015,1
505,1,0,1,2,5.74,7.575,63,8.9981,7
506,1,0,1,2,6.56,11.365,55,0.0,28
507,1,0,1,1,5.74,10.605,59,0.0,87
508,1,0,1,1,5.74,7.575,74,8.9981,220
509,1,0,1,2,6.56,9.09,80,8.9981,127
510,1,0,1,2,8.2,10.605,51,8.9981,51
511,1,0,1,1,9.02,11.365,51,11.0014,64
512,1,0,1,2,9.84,12.12,48,11.0014,86
513,1,0,1,2,10.66,12.88,50,15.0013,82
514,1,0,1,2,11.48,13.635,45,11.0014,91
515,1,0,1,2,11.48,13.635,48,16.9979,90
516,1,0,1,2,12.3,14.395,42,15.0013,99
517,1,0,1,2,10.66,13.635,56,8.9981,205
518,1,0,1,2,9.84,12.88,60,7.0015,155
519,1,0,1,2,9.84,12.12,65,8.9981,103
